Spec_ID,Car_ID,Engine,Max Power,Max Torque,Drivetrain
1942,1942,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
1943,1943,1198 cc,77 bhp @ 3750 rpm,190 Nm @ 1750 rpm,FWD
1944,1944,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
1945,1945,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD
1946,1946,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1900 rpm,FWD
1947,1947,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1948,1948,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
1949,1949,1582 cc,126 bhp @ 4000 rpm,260 Nm @ 1500 rpm,FWD
1950,1950,1086 cc,67@5500,99@2800,FWD
1951,1951,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
1952,1952,1373 cc,94 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
1953,1953,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
1954,1954,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1955,1955,1197 cc,83 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1956,1956,1197 cc,82 bhp @ 6000 rpm,115 Nm @ 4000 rpm,FWD
1957,1957,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1958,1958,2694 cc,164 bhp @ 5200 rpm,245 Nm @ 4000 rpm,RWD
1959,1959,1498 cc,98 bhp @ 6000 rpm,134 Nm @ 4000 rpm,FWD
1960,1960,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD
1961,1961,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1962,1962,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1963,1963,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1964,1964,998 cc,68@6200,90@3500,FWD
1965,1965,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1966,1966,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1967,1967,2143 cc,136 bhp @ 3200 rpm,300 Nm @ 1400 rpm,FWD
1968,1968,2184 cc,130 bhp @ 3750 rpm,300 Nm @ 1600 rpm,AWD
1969,1969,1999 cc,236 bhp @ 5500 rpm,340 Nm @ 1750 rpm,AWD
1970,1970,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD
1971,1971,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
1972,1972,2993 cc,289 bhp @ 4000 rpm,600 Nm @ 2000 rpm,AWD
1973,1973,2143 cc,201 bhp @ 3800 rpm,500 Nm @ 1600 rpm,AWD
1974,1974,1991 cc,201 bhp @ 5800 rpm,300 Nm @ 1200 rpm,RWD
1975,1975,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1976,1976,1197 cc,82 bhp @ 6000 rpm,113 Nm @ 4200 rpm,FWD
1977,1977,1498 cc,99 bhp @ 3750 rpm,205 Nm @ 1750 rpm,FWD
1978,1978,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,AWD
1979,1979,1248 cc,75@4000,190@2000,FWD
1980,1980,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
1981,1981,999 cc,124 bhp @ 6000 rpm,,FWD
1982,1982,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
1983,1983,1598 cc,105 bhp @ 4400 rpm,250 Nm @ 2500 rpm,FWD
1984,1984,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
1985,1985,1198 cc,87 bhp @ 6000 rpm,109 Nm @ 4500 rpm,FWD
1986,1986,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
1987,1987,998 cc,58 bhp @ 5500 rpm,78 Nm @ 3500 rpm,FWD
1988,1988,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD
1989,1989,2143 cc,134 bhp @ 3600 rpm,300 Nm @ 1600 rpm,FWD
1990,1990,998 cc,59@6200,77@3500,FWD
1991,1991,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
1992,1992,2755 cc,174 bhp @ 3400 rpm,450 Nm @ 1600 rpm,AWD
1993,1993,1998 cc,136@5600,182@4000,FWD
1994,1994,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1995,1995,796 cc,47 bhp @ 6000 rpm,69 Nm @ 3500 rpm,FWD
1996,1996,1120 cc,71 bhp @ 4000 rpm,160 Nm @ 1500 rpm,FWD
1997,1997,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
1998,1998,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
1999,1999,1373 cc,91 bhp @ 6000 rpm,130 Nm @ 4000 rpm,FWD
2000,2000,1197 cc,81 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
2001,2001,1368 cc,161 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD
2002,2002,1956 cc,171 bhp @ 3750 rpm,350 Nm @ 1750 rpm,FWD
2003,2003,1497 cc,116 bhp @ 6600 rpm,146 Nm @ 4800 rpm,FWD
2004,2004,1598 cc,103 bhp @ 5250 rpm,153 Nm @ 3800 rpm,FWD
2005,2005,2987 cc,198@4000,456@1400,RWD
2006,2006,1197 cc,85 bhp @ 6000 rpm,114 Nm @ 4000 rpm,FWD
2007,2007,998 cc,67 bhp @ 6000 rpm,90 Nm @ 3500 rpm,FWD
2008,2008,1950 cc,192 bhp @ 3800 rpm,400 Nm @ 1600 rpm,RWD
2009,2009,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
2010,2010,999 cc,124 bhp @ 6000 rpm,,FWD
2011,2011,1395 cc,148 bhp @ 5000 rpm,250 Nm @ 1500 rpm,FWD
2012,2012,999 cc,67 bhp @ 5500 rpm,91 Nm @ 4250 rpm,FWD
2013,2013,1995 cc,190 bhp @ 4000 rpm,400 Nm @ 1750 rpm,AWD
2014,2014,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
2015,2015,1995 cc,112 bhp @,270 Nm @ 1750 rpm,FWD
2016,2016,2179 cc,153 bhp @ 3750 rpm,360 Nm @ 1750 rpm,FWD
2017,2017,2179 cc,140 bhp @ 3750 rpm,330 Nm @ 2800 rpm,FWD
2018,2018,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD
2019,2019,1498 cc,89 bhp @ 3750 rpm,204 Nm @ 2000 rpm,FWD
2020,2020,2993 cc,258 bhp @ 4000 rpm,560 Nm @ 1500 rpm,AWD
2021,2021,1493 cc,113 bhp @ 4000 rpm,250 Nm @ 1500 rpm,FWD
2022,2022,2755 cc,174 bhp @ 3400 rpm,420 Nm @ 1600 rpm,RWD
2023,2023,1353 cc,138 bhp @ 6000 rpm,242 Nm @ 1500 rpm,FWD
2024,2024,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,AWD
2025,2025,2179 cc,138 bhp @ 4000 rpm,320 Nm @ 1700 rpm,RWD
2026,2026,999 cc,124 bhp @ 6000 rpm,,FWD
2027,2027,1197 cc,80 bhp @ 5600 rpm,104 Nm @ 3100 rpm,FWD
2028,2028,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
2029,2029,1498 cc,99 bhp @ 3600 rpm,200 Nm @ 1750 rpm,FWD
2030,2030,1364 cc,67 bhp @ 3800 rpm,170 Nm @ 1800 rpm,FWD
2031,2031,998 cc,118 bhp @ 6000 rpm,172 Nm @ 1500 rpm,FWD
2032,2032,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
2033,2033,1997 cc,247 bhp @ 5500 rpm,365 Nm @ 1500 rpm,AWD
2034,2034,1991 cc,184 bhp @ 5500 rpm,300 Nm @ 1200 rpm,RWD
2035,2035,1248 cc,74 bhp @ 4000 rpm,190 Nm @ 2000 rpm,FWD
2036,2036,998 cc,68@6200,90@3500,FWD
2037,2037,2982 cc,171@3600,343@1400,AWD
2038,2038,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
2039,2039,1368 cc,160 bhp @ 5500 rpm,250 Nm @ 2500 rpm,FWD
2040,2040,1595 cc,120 bhp @ 5000 rpm,200 Nm @ 1250 rpm,FWD
2041,2041,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
2042,2042,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD
2043,2043,1199 cc,85 bhp @ 6000 rpm,113 Nm @ 5000 rpm,FWD
2044,2044,2143 cc,168 bhp @ 3000 rpm,400 Nm @ 1400 rpm,RWD
2045,2045,1997 cc,197 bhp @ 5000 rpm,380 Nm @ 1750 rpm,FWD
2046,2046,998 cc,58 bhp @ 6200 rpm,77 Nm @ 3500 rpm,FWD
2047,2047,1248 cc,89 bhp @ 4000 rpm,200 Nm @ 1750 rpm,FWD
2048,2048,1497 cc,117 bhp @ 6600 rpm,145 Nm @ 4600 rpm,FWD
2049,2049,1120 cc,70 bhp @ 4000 rpm,160 Nm @ 1500 rpm,FWD
2050,2050,2996 cc,329 bhp @ 5250 rpm,480 Nm @ 1600 rpm,AWD
2051,2051,1591 cc,122 bhp @ 6400 rpm,154 Nm @ 4850 rpm,FWD
2052,2052,1462 cc,103 bhp @ 6000 rpm,138 Nm @ 4400 rpm,FWD
2053,2053,1396 cc,90@4000,220@1750,FWD
2054,2054,1197 cc,85 bhp @ 6000 rpm,113 Nm @ 4500 rpm,FWD
2055,2055,2179 cc,138 bhp @ 3750 rpm,330 Nm @ 1600 rpm,FWD
2056,2056,814 cc,55 bhp @ 5500 rpm,75 Nm @ 4000 rpm,FWD
2057,2057,1196 cc,70 bhp @ 6250 rpm,102 Nm @ 4000 rpm,FWD
2058,2058,1995 cc,188 bhp @ 4000 rpm,400 Nm @ 1750 rpm,RWD
2059,2059,1493 cc,70 bhp @ 3600 rpm,195 Nm @ 1400 rpm,RWD
